Code INS,Entités administratives,Langue,Région,Province,Arrondissement,Codes postaux,,,,,,,,,,,,,,,
61012,Clavier,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4560,,,,,,,,,,,,,,,
61019,Ferrières,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4190,,,,,,,,,,,,,,,
61024,Hamoir,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4180,4181,,,,,,,,,,,,,,
61028,Héron,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4217,4218,,,,,,,,,,,,,,
61031,Huy,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4500,,,,,,,,,,,,,,,
61039,Marchin,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4570,,,,,,,,,,,,,,,
61041,Modave,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4577,,,,,,,,,,,,,,,
61043,Nandrin,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4550,,,,,,,,,,,,,,,
61048,Ouffet,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4590,,,,,,,,,,,,,,,
61063,Verlaine,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4537,,,,,,,,,,,,,,,
61068,Villers-le-Bouillet,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4530,,,,,,,,,,,,,,,
61072,Wanze,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4520,,,,,,,,,,,,,,,
61079,Anthisnes,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4160,4161,4162,4163,,,,,,,,,,,,
61080,Engis,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4480,,,,,,,,,,,,,,,
61081,Tinlot,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Huy,4557,,,,,,,,,,,,,,,
62003,Ans,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4430,4431,4432,,,,,,,,,,,,,
62006,Awans,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4340,4342,,,,,,,,,,,,,,
62009,Aywaille,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4920,,,,,,,,,,,,,,,
62011,Bassenge,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4690,,,,,,,,,,,,,,,
62015,Beyne-Heusay,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4610,,,,,,,,,,,,,,,
62022,Chaudfontaine,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4050,4051,4052,4053,,,,,,,,,,,,
62026,Comblain-au-Pont,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4170,4171,,,,,,,,,,,,,,
62027,Dalhem,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4606,4607,4608,,,,,,,,,,,,,
62032,Esneux,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4130,,,,,,,,,,,,,,,
62038,Fléron,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4620,4621,4623,4624,,,,,,,,,,,,
62051,Herstal,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4040,4041,4042,,,,,,,,,,,,,
62060,Juprelle,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4450,4451,4452,4453,,,,,,,,,,,,
62063,Liège,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4000,4020,4030,4031,,,,,,,,,,,,
62079,Oupeye,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4680,4681,4682,4683,,,,,,,,,,,,
62093,Saint-Nicolas,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4420,,,,,,,,,,,,,,,
62096,Seraing,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4100,4101,4102,,,,,,,,,,,,,
62099,Soumagne,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4630,4631,4632,4633,,,,,,,,,,,,
62100,Sprimont,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4140,4141,,,,,,,,,,,,,,
62108,Visé,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4600,4601,4602,,,,,,,,,,,,,
62118,Grâce-Hollogne,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4460,,,,,,,,,,,,,,,
62119,Blégny,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4670,4671,4672,,,,,,,,,,,,,
62120,Flémalle,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4400,,,,,,,,,,,,,,,
62121,Neupré,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4120,4121,4122,,,,,,,,,,,,,
62122,Trooz,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Liège,4870,,,,,,,,,,,,,,,
63001,Amel,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4770,4771,,,,,,,,,,,,,,
63003,Aubel,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4880,,,,,,,,,,,,,,,
63004,Baelen,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4837,,,,,,,,,,,,,,,
63012,Büllingen,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4760,4761,,,,,,,,,,,,,,
63013,Bütgenbach,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4750,,,,,,,,,,,,,,,
63020,Dison,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4820,4821,,,,,,,,,,,,,,
63023,Eupen,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4700,4701,,,,,,,,,,,,,,
63035,Herve,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4650,4651,4652,4653,,,,,,,,,,,,
63038,Jalhay,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4845,,,,,,,,,,,,,,,
63040,Kelmis,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4720,4721,4728,,,,,,,,,,,,,
63045,Lierneux,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4990,,,,,,,,,,,,,,,
63046,Limbourg,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4830,4831,4834,,,,,,,,,,,,,
63048,Lontzen,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4710,4711,,,,,,,,,,,,,,
63049,Malmedy,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4960,,,,,,,,,,,,,,,
63057,Olne,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4877,,,,,,,,,,,,,,,
63058,Pepinster,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4860,4861,,,,,,,,,,,,,,
63061,Raeren,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4730,4731,,,,,,,,,,,,,,
63067,Sankt Vith,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4780,4782,4783,4784,,,,,,,,,,,,
63072,Spa,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4900,,,,,,,,,,,,,,,
63073,Stavelot,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4970,,,,,,,,,,,,,,,
63075,Stoumont,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4987,,,,,,,,,,,,,,,
63076,Theux,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4910,,,,,,,,,,,,,,,
63079,Verviers,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4800,4801,4802,,,,,,,,,,,,,
63080,Waimes,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4950,,,,,,,,,,,,,,,
63084,Welkenraedt,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4840,4841,,,,,,,,,,,,,,
63086,Trois-Ponts,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4980,4983,,,,,,,,,,,,,,
63087,Burg-Reuland,D,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4790,4791,,,,,,,,,,,,,,
63088,Plombières,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4850,4851,4852,,,,,,,,,,,,,
63089,Thimister-Clermont,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Verviers,4890,,,,,,,,,,,,,,,
64008,Berloz,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4257,,,,,,,,,,,,,,,
64015,Braives,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4260,4261,4263,,,,,,,,,,,,,
64021,Crisnée,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4367,,,,,,,,,,,,,,,
64023,Donceel,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4357,,,,,,,,,,,,,,,
64025,Fexhe-le-Haut-Clocher,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4347,,,,,,,,,,,,,,,
64029,Geer,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4250,4252,4253,4254,,,,,,,,,,,,
64034,Hannut,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4280,,,,,,,,,,,,,,,
64047,Lincent,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4287,,,,,,,,,,,,,,,
64056,Oreye,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4360,,,,,,,,,,,,,,,
64063,Remicourt,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4350,4351,,,,,,,,,,,,,,
64065,Saint-Georges-sur-Meuse,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4470,,,,,,,,,,,,,,,
64074,Waremme,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4300,,,,,,,,,,,,,,,
64075,Wasseiges,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4219,,,,,,,,,,,,,,,
64076,Faimes,F,RÉGION WALLONNE,Province de Liège,Arrondissement de Waremme,4317,,,,,,,,,,,,,,,
71002,As,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3665,,,,,,,,,,,,,,,
71004,Beringen,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3580,3581,3582,3583,,,,,,,,,,,,
71011,Diepenbeek,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3590,,,,,,,,,,,,,,,
71016,Genk,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3600,,,,,,,,,,,,,,,
71017,Gingelom,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3890,3891,,,,,,,,,,,,,,
71020,Halen,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3545,,,,,,,,,,,,,,,
71022,Hasselt,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3500,3501,3510,3511,,,,,,,,,,,,
71024,Herck-la-Ville,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3540,,,,,,,,,,,,,,,
71034,Bourg-Léopold,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3970,3971,,,,,,,,,,,,,,
71037,Lummen,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3560,,,,,,,,,,,,,,,
71045,Nieuwerkerken,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3850,,,,,,,,,,,,,,,
71047,Opglabbeek,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3660,,,,,,,,,,,,,,,
71053,Saint-Trond,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3800,3803,3806,,,,,,,,,,,,,
71057,Tessenderlo,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3980,,,,,,,,,,,,,,,
71066,Zonhoven,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3520,,,,,,,,,,,,,,,
71067,Zutendaal,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3690,,,,,,,,,,,,,,,
71069,Ham,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3945,,,,,,,,,,,,,,,
71070,Heusden-Zolder,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Hasselt,3550,,,,,,,,,,,,,,,
72003,Bocholt,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3950,,,,,,,,,,,,,,,
72004,Bree,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3960,,,,,,,,,,,,,,,
72018,Kinrooi,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3640,,,,,,,,,,,,,,,
72020,Lommel,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3920,,,,,,,,,,,,,,,
72021,Maaseik,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3680,,,,,,,,,,,,,,,
72025,Neerpelt,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3910,,,,,,,,,,,,,,,
72029,Overpelt,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3900,,,,,,,,,,,,,,,
72030,Peer,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3990,,,,,,,,,,,,,,,
72037,Hamont-Achel,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3930,,,,,,,,,,,,,,,
72038,Hechtel-Eksel,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3940,,,,,,,,,,,,,,,
72039,Houthalen-Helchteren,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3530,,,,,,,,,,,,,,,
72040,Meeuwen-Gruitrode,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3670,,,,,,,,,,,,,,,
72041,Dilsen-Stokkem,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Maaseik,3650,,,,,,,,,,,,,,,
73001,Alken,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3570,,,,,,,,,,,,,,,
73006,Bilzen,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3740,3742,3746,,,,,,,,,,,,,
73009,Looz,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3840,,,,,,,,,,,,,,,
73022,Heers,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3870,,,,,,,,,,,,,,,
73028,Herstappe,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3717,,,,,,,,,,,,,,,
73032,Hoeselt,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3730,3732,,,,,,,,,,,,,,
73040,Kortessem,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3720,3721,3722,3723,,,,,,,,,,,,
73042,Lanaken,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3620,3621,,,,,,,,,,,,,,
73066,Riemst,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3770,,,,,,,,,,,,,,,
73083,Tongres,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3700,,,,,,,,,,,,,,,
73098,Wellen,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3830,3832,,,,,,,,,,,,,,
73107,Maasmechelen,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3630,3631,,,,,,,,,,,,,,
73109,Fourons,N,RÉGION FLAMANDE,Province du Limbourg,Arrondissement de Tongres,3790,3791,3792,3793,,,,,,,,,,,,
81001,Arlon,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement d'Arlon,6700,,,,,,,,,,,,,,,
81003,Attert,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement d'Arlon,6717,,,,,,,,,,,,,,,
81004,Aubange,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement d'Arlon,6790,6791,6792,,,,,,,,,,,,,
81013,Martelange,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement d'Arlon,6630,,,,,,,,,,,,,,,
81015,Messancy,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement d'Arlon,6780,6781,6782,,,,,,,,,,,,,
82003,Bastogne,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Bastogne,6600,,,,,,,,,,,,,,,
82005,Bertogne,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Bastogne,6686,6687,6688,,,,,,,,,,,,,
82009,Fauvillers,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Bastogne,6637,,,,,,,,,,,,,,,
82014,Houffalize,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Bastogne,6660,6661,6662,6663,,,,,,,,,,,,
82032,Vielsalm,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Bastogne,6690,6692,6698,,,,,,,,,,,,,
82036,Vaux-sur-Sûre,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Bastogne,6640,6642,,,,,,,,,,,,,,
82037,Gouvy,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Bastogne,6670,6671,6672,6673,,,,,,,,,,,,
82038,Sainte-Ode,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Bastogne,6680,6681,,,,,,,,,,,,,,
83012,Durbuy,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6940,6941,,,,,,,,,,,,,,
83013,Erezée,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6997,,,,,,,,,,,,,,,
83028,Hotton,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6990,,,,,,,,,,,,,,,
83031,La Roche-en-Ardenne,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6980,6982,6983,6984,,,,,,,,,,,,
83034,Marche-en-Famenne,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6900,,,,,,,,,,,,,,,
83040,Nassogne,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6950,6951,6952,6953,,,,,,,,,,,,
83044,Rendeux,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6987,,,,,,,,,,,,,,,
83049,Tenneville,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6970,6971,6972,,,,,,,,,,,,,
83055,Manhay,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Marche-en-Famenne,6960,,,,,,,,,,,,,,,
84009,Bertrix,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6880,,,,,,,,,,,,,,,
84010,Bouillon,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6830,6831,6832,6833,6834,6836,6838,,,,,,,,,
84016,Daverdisse,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6929,,,,,,,,,,,,,,,
84029,Herbeumont,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6887,,,,,,,,,,,,,,,
84033,Léglise,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6860,,,,,,,,,,,,,,,
84035,Libin,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6890,,,,,,,,,,,,,,,
84043,Neufchâteau,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6840,,,,,,,,,,,,,,,
84050,Paliseul,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6850,6851,6852,6853,,,,,,,,,,,,
84059,Saint-Hubert,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6870,,,,,,,,,,,,,,,
84068,Tellin,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6927,,,,,,,,,,,,,,,
84075,Wellin,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6920,6921,6922,6924,,,,,,,,,,,,
84077,Libramont-Chevigny,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Neufchâteau,6800,,,,,,,,,,,,,,,
85007,Chiny,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6810,6811,6812,6813,,,,,,,,,,,,
85009,Etalle,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6740,6741,6742,6743,,,,,,,,,,,,
85011,Florenville,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6820,6821,6823,6824,,,,,,,,,,,,
85024,Meix-devant-Virton,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6769,,,,,,,,,,,,,,,
85026,Musson,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6750,,,,,,,,,,,,,,,
85034,Saint-Léger,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6747,,,,,,,,,,,,,,,
85039,Tintigny,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6730,,,,,,,,,,,,,,,
85045,Virton,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6760,6761,6762,,,,,,,,,,,,,
85046,Habay,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6720,6721,6723,6724,,,,,,,,,,,,
85047,Rouvroy,F,RÉGION WALLONNE,Province du Luxembourg,Arrondissement de Virton,6767,,,,,,,,,,,,,,,
91005,Anhée,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5537,,,,,,,,,,,,,,,
91013,Beauraing,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5570,5571,5572,5573,,,,,,,,,,,,
91015,Bièvre,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5555,,,,,,,,,,,,,,,
91030,Ciney,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5590,,,,,,,,,,,,,,,
91034,Dinant,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5500,5501,5502,5503,,,,,,,,,,,,
91054,Gedinne,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5575,,,,,,,,,,,,,,,
91059,Hamois,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5360,5361,5362,5363,,,,,,,,,,,,
91064,Havelange,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5370,5372,5374,5376,,,,,,,,,,,,
91072,Houyet,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5560,5561,5562,5563,,,,,,,,,,,,
91103,Onhaye,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5520,5521,5522,5523,,,,,,,,,,,,
91114,Rochefort,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5580,,,,,,,,,,,,,,,
91120,Somme-Leuze,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5377,,,,,,,,,,,,,,,
91141,Yvoir,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5530,,,,,,,,,,,,,,,
91142,Hastière,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5540,5541,5542,5543,,,,,,,,,,,,
91143,Vresse-sur-Semois,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Dinant,5550,,,,,,,,,,,,,,,
92003,Andenne,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5300,,,,,,,,,,,,,,,
92006,Assesse,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5330,5332,5333,5334,,,,,,,,,,,,
92035,Eghezée,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5310,,,,,,,,,,,,,,,
92045,Floreffe,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5150,,,,,,,,,,,,,,,
92048,Fosses-la-Ville,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5070,,,,,,,,,,,,,,,
92054,Gesves,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5340,,,,,,,,,,,,,,,
92087,Mettet,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5640,,,,,,,,,,,,,,,
92094,Namur,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5000,5001,5002,5003,5004,5020,5021,5024,,,,,,,,
92097,Ohey,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5350,5351,5352,5353,,,,,,,,,,,,
92101,Profondeville,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5170,,,,,,,,,,,,,,,
92114,Sombreffe,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5140,,,,,,,,,,,,,,,
92137,Sambreville,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5060,,,,,,,,,,,,,,,
92138,Fernelmont,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5380,,,,,,,,,,,,,,,
92140,Jemeppe-sur-Sambre,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5190,,,,,,,,,,,,,,,
92141,La Bruyère,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5080,5081,,,,,,,,,,,,,,
92142,Gembloux,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Namur,5030,5031,5032,,,,,,,,,,,,,
93010,Cerfontaine,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Philippeville,5630,,,,,,,,,,,,,,,
93014,Couvin,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Philippeville,5660,,,,,,,,,,,,,,,
93018,Doische,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Philippeville,5680,,,,,,,,,,,,,,,
93022,Florennes,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Philippeville,5620,,,,,,,,,,,,,,,
93056,Philippeville,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Philippeville,5600,,,,,,,,,,,,,,,
93090,Viroinval,F,RÉGION WALLONNE,Province de Namur,Arrondissement de Philippeville,5670,,,,,,,,,,,,,,,
